ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_1CCtrwlL5rm2QlS,Peace without military force,,,,,,,,,,,,,,,,,1,55,2,9,1,1,3,1,4,92105,"Administration, support, and waste management",No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Strongly disagree
R_2xVF3ViAtVfb45g,Everything,,,,,,,,,,,,,,,,,1,51,2,9,1,1,6,9,3,27046,Wholesale trade,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_33kz271OOimmbm1,The kickback to the military ,,,,,,,,,,1,,,,,,,,35,2,8,1,1,6,7,4,98002,,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Neither agree nor disagree
R_1gFlYjeTzSetNVR,Don't know,,,,,,,,,,,,,,,,,1,54,2,10,1,1,2,5,2,43207,Health care and social assistance,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat agree
R_1FP2hMsG8XH4iV2,Having a great alliances that helps each other’s needed ,,,,,,,,,,,,,,,,,1,35,2,1,4,1,6,2,4,96756,Accommodation and food services,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Strongly disagree
R_PAtxP7k7ZJecSoF,im not sure,,,,,,,,,,,,,,,,,1,25,2,1,1,1,2,7,2,62378,,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_ZdxCVzdOeJ9In4d,The advantages to the country,,,,,,,,,,,,,,,,,1,28,2,11,4,1,6,3,2,48084,Information and Telecommunications,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_24l4EvwxdKvFurp,Last one.,,,,,,,,,,,,,,,,,1,29,2,23,1,1,8,10,3,79072,Information and Telecommunications,No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_1MWlMDaWXl8Rpsr,The cost versus potential mutual interest and risk of lost democracy ,,,,,,,1,,1,1,,,,,,,,69,1,18,1,1,7,3,1,8648,"Manufacturing - wood, chemicals, plastics etc.",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Somewhat disagree
R_3IbDdGM9EaVvbRY,The alliances that we have with each other ,,,,,,,,,,,,,,,,,1,44,2,9,1,1,6,9,3,40504,Educational Services,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_3h3mhzRFZcQKUdO,Whether The U.S. Had Previous Affiliation Or Ties With The Country That Was Being Discussed.,,,,,,,,,,,,,1,,,,,43,2,24,2,1,6,1,4,90802,"Professional, scientific, and technical services",No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Strongly disagree
R_XS13LxLglsZUdCV,Army,,,,,,,,,,,,,,,1,,,31,1,2,1,1,1,4,3,28630,"Arts, entertainment & recreation",No,Strongly agree,Strongly agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_3JjXbDeoqEKWyid,Alliances in the united states',,,,,,,,,,,,,,,,,1,38,2,1,2,1,2,10,3,31027,Agriculture,No,Neither agree nor disagree,Strongly agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Neither agree nor disagree
R_23fnXkKe7DLcbRo,Benefits to the US.,,,,,,,,,,,,,,,,,1,44,1,21,1,3,7,9,1,10928,,Yes,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_2arAKn9aDALrwJT,Cost of alliance ,,,,,,,,,,1,,,,,,,,45,1,18,1,1,6,10,3,22180,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_1Lb1zrFA108H1Oz,overall support by people more qualified than myself to judge the alliance,,,1,,,,,,,,,,,,,,,25,1,19,1,1,6,9,2,55446,"Professional, scientific, and technical services",No,Somewhat agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_2EmcmfAA7gmwiXX,N/a,,,,,,,,,,,,,,,,,1,23,2,2,1,1,6,10,3,30906,Wholesale trade,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Neither agree nor disagree
R_3NVvEmtNakhHSdG,Trust ,,,,,,,,,,,,,,,,,1,43,2,3,1,1,6,9,3,32712,"Administration, support, and waste management",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_32RsZByMwG5XY9Y,No force,,,,,,,,,,,,,,,,,1,21,2,7,2,1,6,2,3,77407,Information and Telecommunications,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Strongly disagree
R_2pQBwJjj2Wbfyjl,Whether or not the alliance would put us at a disadvantage ,,,,,,,,,,,,,,,,,1,49,2,7,1,1,5,5,3,76310,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat disagree
R_3G7IElxTw4YDIev,They all involved the middle east,,,,,,,,,,,,,,1,,,,66,2,6,1,1,4,1,2,44514,"Professional, scientific, and technical services",No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Neither agree nor disagree
R_6E7x6e9eGAikGGt,not much threats and $15 billion being spent!,,,,,,,,,1,1,,,,,,,,60,2,4,1,1,6,3,2,48035,Health care and social assistance,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Neither agree nor disagree
R_Rf3DmvlFRBtojNn,ok ansjwnw,,,,,,,,,,,,,,,,,1,75,2,1,1,16,7,1,2,45280,Agriculture,,,Somewhat disagree,,Can trust other nations.,Can't be too careful.|Can trust other nations.,,A few.,Neither agree nor disagree
R_2dhiSXi1DsJ434C,Lots of info to take in ,,,,,,,,,,,,,,,,,1,40,2,10,1,1,1,4,3,75783,Construction,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_1rxq0Mo3B8vVsTp,the alliance in commom,,,,,,,,,1,,,,,,,,,76,2,9,1,1,6,1,1,8053,Real Estate,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_BzhwHq5xkwqf6ff,The benefits to the us,,,,,,,,,,,,,,,,,1,50,2,5,1,1,4,9,3,35160,,Yes,Neither agree nor disagree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_2t6hikeXE8JTLiA,That's what I felt,,,,,,,,,,,,,,,,,1,43,2,3,4,1,2,10,2,60115,,No,Neither agree nor disagree,Strongly disagree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_1Ok8ahD8IfuzXza,Politics,,,,,,,,,,,,,,,,,1,21,2,4,1,1,4,1,2,47909,Wholesale trade,No,Strongly disagree,Neither agree nor disagree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Strongly agree
R_3EMF5Uxa9360yN5,I interesting,,,,,,,,,,,,,,,,,1,33,2,9,15,5,7,1,1,7110,Utilities,No,Strongly disagree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,None.,Strongly disagree
R_1mIXNeREIJHgLu2,"how much support is for the alliance amongst the various constituents (senators, military leadership, etc)",,,1,,,,,,,,,,,,,,,75,1,21,1,1,7,2,4,94941,Information and Telecommunications,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Strongly disagree
R_1daFS6SG826gmVm,,,,,,,,,,,,,,,,,,1,18,1,1,1,1,-3105,7,2,48455,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Neither agree nor disagree
R_3eqXy2HqxpqCvgh,Whether the country is a democracy or trying to become one. ,,,,,,,1,,,,,,,,,,,70,2,11,1,1,6,1,1,8835,,No,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly disagree
R_6VWDKqzXWJPHYKB,"Cooperation, willingness to help in military situations only if US did not instigate conflict.",,,,,,,,,,,1,1,1,,,,,20,2,21,4,1,6,2,3,77069,Health care and social assistance,No,Strongly disagree,Strongly agree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat agree
R_WjmgGGRwUus9oCB,N/A,,,,,,,,,,,,,,,,,1,20,2,1,1,2,4,10,4,93905,Agriculture,Yes,Strongly agree,Strongly disagree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,None.,Somewhat agree
R_1GWuGo3pKZ5OiJY,Nothing,,,,,,,,,,,,,,,,,1,29,2,23,1,1,7,5,3,79072,Educational Services,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1jJlD3v5LO6nmX6,"Strategic Alliance to Advance Technological Education through Enhanced Mathematics, ... Public Schools gave her intellect, heart, soul, and body to “make it happen” for teachers. ... Research indicates that one of the most important factors for ... approximately 150-200 teachers in MSTE teaching teams for each of five years ...",,,,,,,,,,,,,,,,,1,50,1,18,1,1,7,10,2,63656,Information and Telecommunications,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Neither agree nor disagree
R_1FOCzBXkP2b3xDF,Trades and threat levels.,,,,,,,,1,1,,,,,,,,,34,2,4,1,1,6,10,2,67052,Health care and social assistance,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly disagree
R_2qslCIVIUkdKL3z,Spending of u.s. dollars,,,,,,,,,,1,,,,,,,,51,2,13,1,1,7,9,3,75409,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_tVrHWePWrwtZQ41,Both Republican and democratic partys support ,,,,1,,,,,,,,,,,,,,60,1,8,1,1,2,5,3,29063,Transportation & Warehousing,No,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_1mJgXcDW498Nf9u,Staying out,,,,,,,,,,,,,,,,,1,32,2,20,15,2,6,5,1,11706,Educational Services,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Somewhat agree
R_2OVDLdaNVZJQecX,The republican part. And the ties,1,,,,,,,1,,,,,1,,,,,30,2,-3105,1,1,1,10,3,37354,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Neither agree nor disagree
R_2wHOkfRcIkYdBB7,Trusting Military Force,,,,,,,,,,,,,,,,,1,67,2,14,1,1,6,10,1,2740,Educational Services,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly disagree
R_ZlY9jeGCtqx5nOh,Wars against us,,,,,,,,,1,,,,,,,,,24,2,15,1,1,2,7,1,14513,Real Estate,No,Neither agree nor disagree,Strongly disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat disagree
R_1gj5trM5Lp5jydR,I think its tricky to choose who to ally with. Can we trust it or not?,,,,,,,,,,,,,,,,,1,28,2,10,1,1,2,8,3,75662,,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Neither agree nor disagree
R_3NSy4pMuxlJWn1T,Continent,,,,,,,,,,,,,,1,,,,42,1,19,1,1,7,1,4,80501,Health care and social assistance,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat disagree
R_6Rpb0D2gStoVNS1,Money,,,,,,,,,,1,,,,,,,,40,1,18,1,1,5,9,1,14224,Retail Trade,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat agree
R_2U59OnebNdHOA6k,"Are they democracy, will it help the US remain safe and strong, ",,,,,,,1,,1,,,,,,,,,57,2,9,16,1,5,4,1,8055,Health care and social assistance,No,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Strongly disagree
R_2EbeKl624h5a2nE,Backing the military ,,,,,,,,,,,,,,,1,,,28,2,12,1,1,2,4,2,66619,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_2Tzv5CXkQMYbYUS,I think we should worry about the United States and that’s it,,,,,,,,,,,,,,,,,1,66,2,3,1,1,2,4,1,2919,,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_ptu285QAP3sIaY1,I woupd say it had to be trade.,,,,,,,,1,,,,,,,,,,66,2,19,1,1,7,4,1,6716,Real Estate,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_12eWgjlFC9dKjbP,Trade agreemenrs,,,,,,,,1,,,,,,,,,,33,2,19,2,1,6,2,1,7095,Retail Trade,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly disagree
R_1CwHUhSdXRXAo4H,Trade and money ,,,,,,,,1,,1,,,,,,,,50,2,8,1,1,6,3,3,37064,"Professional, scientific, and technical services",No,Strongly disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Somewhat agree
R_1EbMsQNqaNt2hfo,its good,,,,,,,,,,,,,,,,,1,44,1,20,1,1,7,1,4,85051,"Administration, support, and waste management",No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Strongly agree
R_1HpM3zYtjDqBOtC,Nothing ,,,,,,,,,,,,,,,,,1,24,2,4,1,1,6,2,3,27834,Transportation & Warehousing,No,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Neither agree nor disagree
R_3lazzUixab18W0p,Love,,,,,,,,,,,,,,,,,1,36,2,1,1,1,6,10,1,2116,Utilities,No,Neither agree nor disagree,Strongly disagree,Strongly disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,None.,Strongly disagree
R_vl9cIj7vpjGPQ53,None,,,,,,,,,,,,,,,,,1,25,2,6,1,1,4,4,2,64494,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Very many.,Somewhat agree
R_1nMCdVwyZdJ6rYb,Nothing pull our troops get rid of the speaker of the house,,,,,,,,,,,,,,,,,1,66,2,6,1,1,2,10,4,80534,Transportation & Warehousing,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Strongly agree
R_3sB3vAYnSMe1K8a,none,,,,,,,,,,,,,,,,,1,18,2,1,2,1,5,3,4,91950,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_2tfnyM2gkF9Orcb,Cost,,,,,,,,,,1,,,,,,,,80,2,18,1,1,6,1,1,11710,Retail Trade,No,Somewhat agree,Somewhat disagree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_1o5AJ4WJiMJQDHG,Americas benefits ,,,,,,,,,,,,,,,,,1,54,2,6,1,1,6,3,3,31206,Accommodation and food services,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_2WATUlBYeybnu7M,govt. is part of a democracy,,,,,,,1,,,,,,,,,,,64,1,1,1,1,6,1,4,98122,"Arts, entertainment & recreation",No,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat disagree
R_3rHY3acggxXuzu1,Location and cost,,,,,,,,,,1,,,,1,,,,48,2,18,1,1,6,4,3,79703,"Administration, support, and waste management",No,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_332QJ4NcZdTFSUE,Yes,,,,,,,,,,,,,,,,,1,39,2,14,1,1,7,10,2,45440,"Professional, scientific, and technical services",No,Strongly agree,Strongly disagree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Strongly disagree
R_1FJMCD8nv56sigo,Alliance ,,,,,,,,,,,,,,,,,1,46,2,14,16,1,6,1,3,28314,Retail Trade,No,Neither agree nor disagree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_Q9pLO46nLbtLuA9,Our current relations with the regions,,,,,,,,,,,,,,1,,,,55,2,3,1,1,2,10,2,43730,,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Neither agree nor disagree
R_RIuMfUGF3bYLvMJ,didn't understand,,,,,,,,,,,,,,,,,1,47,2,3,1,1,5,7,2,46016,Retail Trade,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly disagree
R_1RdKt5vyCdhr8hr,It is better to have them as your alliance and keep them close and you won’t have to worry about them attack for no reason.,,,,,,,,,,,,,,,,,1,19,2,1,2,1,2,2,1,8012,Educational Services,No,Somewhat agree,Strongly disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Strongly disagree
R_zU684HCfgdMd5ol,The United states army,,,,,,,,,,,,,,,,,1,31,1,2,1,1,2,10,3,37354,"Manufacturing - wood, chemicals, plastics etc.",No,Somewhat agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_cCmEkQbEo9pzSlH,Not sure,,,,,,,,,,,,,,,,,1,49,2,4,1,1,2,10,1,4345,,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat agree
R_2QgGGdgZwkRifBQ,What was beneficial and not tpoich effort,,,,,,,,,,1,,,,,,,,24,2,2,4,1,6,2,3,70726,Accommodation and food services,No,Strongly disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Somewhat agree
R_2ZKNF23FJdDclL7,,,,,,,,,,,,,,,,,,1,26,2,4,1,1,4,5,3,72904,Accommodation and food services,Yes,Somewhat disagree,Strongly disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Strongly agree
R_PtTynR9vaDm8EaB,Everything,,,,,,,,,,,,,,,,,1,30,1,4,1,1,2,4,3,28540,Construction,,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_1CwqII0OKqCnsCT,Trade,,,,,,,,1,,,,,,,,,,30,2,15,1,1,6,9,3,37357,Agriculture,Yes,Somewhat agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_Xv5UTWhWaMqPOBH,The Democratic parties decision to support or oppose,,1,,,,,,,,,,,,,,,,46,2,8,1,1,4,3,3,40291,"Professional, scientific, and technical services",No,Somewhat disagree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_b8dtTZgwF56aOkx,The threat to the United States,,,,,,,,,1,,,,,,,,,56,1,9,1,1,4,9,3,33609,Health care and social assistance,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Strongly disagree
R_27gqOCPwWrgPKrq,Reciprocation and common goals,,,,,,,,,1,,,,1,,,,,46,2,12,1,1,5,7,1,19522,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Strongly disagree
R_3HYzY0B5eH7QX9o,Common sense ,,,,,,,,,,,,,,,,,1,64,2,1,1,1,2,10,3,25570,,No,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,None.,Neither agree nor disagree
R_cNflZOWbDZe3xTP,Common threats.,,,,,,,,,1,,,,,,,,,52,1,4,1,1,4,1,2,45385,Real Estate,No,Strongly agree,Neither agree nor disagree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_3PGZOlt9Nvnbv4S,The fact of us using any of our resources,,,,,,,,,,1,,,,,,,,47,2,2,15,1,6,7,3,72127,"Manufacturing - food, textile, apparel",No,Neither agree nor disagree,Strongly agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_2QW0o7ZRbrKJbaS,If the country was a democracy or not,,,,,,,1,,,,,,,,,,,68,1,4,1,1,2,9,1,7522,Retail Trade,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat disagree
R_2TFYq0p9G2DJGtk,Threats,,,,,,,,,1,,,,,,,,,52,2,6,1,1,4,7,3,29154,"Manufacturing - machinery, electronics etc.",No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly disagree
R_1iqHArnwxmWOihV,n,,,,,,,,,,,,,,,,,1,65,1,14,1,15,8,4,4,92037,Educational Services,No,Strongly disagree,Strongly disagree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,None.,Strongly disagree
R_3sbju3IS8z6ViCw,important for country,,,,,,,,,,,,,,,,,1,35,1,15,1,1,7,3,3,33612,Accommodation and food services,No,Strongly agree,Strongly disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Neither agree nor disagree
R_10PfccZxgsxZP01,Stay out of other countries wars,,,,,,,,,,,,,,,,,1,53,2,9,1,1,2,10,2,62644,,No,Strongly disagree,Strongly agree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_PTBS0dJR9MZHSXn,How the Joint Chielfs and Secretary of State felt. Also how much it would cost US.,,,,,1,1,,,,1,,,,,,,,29,2,11,15,2,6,4,3,30721,Retail Trade,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat disagree
R_2rGvlKJLXbvqQkY,If they supported the US in anyway during war,,,,,,,,,,,,,1,,,,,42,2,10,1,1,2,3,1,14882,,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_cOVxQb4ZJuo1xXH,goals,,,,,,,,,,,,,,,,,1,60,1,5,1,1,4,3,1,14210,"Manufacturing - wood, chemicals, plastics etc.",No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Strongly disagree
R_1n1kMRz9t33b1vu,How the Defense feels.,,,,,1,,,,,,,,,,,,,54,2,1,1,1,4,1,3,74012,Retail Trade,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Strongly disagree
R_32R4MUsEvgQjope,,,,,,,,,,,,,,,,,,1,50,2,-3105,1,15,1,7,3,70525,,No,Strongly disagree,Strongly disagree,Strongly disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,None.,Strongly disagree
R_3g0E76SEfa4TgQK,The consequencies,,,,,,,,,,,,,,,,,1,35,1,24,2,1,8,1,4,99501,Information and Telecommunications,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,None.,Somewhat agree
R_2dhZvSMPYODZ5wn,Alliance with those who have their own economic capabilities to provide their own military without need for extensive financial support from the US tax paying citizens. ,,,,,,,,,,1,,,,,1,,,42,2,10,1,1,5,10,3,38464,Health care and social assistance,No,Somewhat agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Strongly agree
R_28LCePhDjmtATtc,Dont know much about it,,,,,,,,,,,,,,,,,1,61,2,6,1,1,3,4,2,57042,Health care and social assistance,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
